ISO,Year,suicideRateTotal,unemploymentPTotal,MeanPPP_Month,MedianPPP_Month,WattsIndex,GiniIndex,MLDIndex,GDP,TotalAlcoholConsumption,RatioAtNationalPovertyLine,PsychiatristsRate,PsychologistsRate,SocialWorkersRate,NursesRate,GrossNationalIncome,CHE_GDP_Percentage,OOPE_CHE_Percentage,PVT_CHE_Percentage,GGHE_CHE_Percentage,CHI_CHE_Percentage,RatioAtNationalPovertyLine,HapinessScore
GR,2019,3.62,17.31,701.06,600.84,0.04,32.89,19.2091,19604.49,6.33,17.90,5.803,8.781,3.459,12.748,19710,NA,NA,NA,NA,NA,17.90,5.95
HR,2019,11.01,6.62,716.67,635.86,0.34,29.73,16.3728,14627.29,9.64,18.30,11.095,4.367,1.298,41.856,14990,NA,NA,NA,NA,NA,18.30,5.63
HU,2019,11.77,3.42,769.70,682.79,0.19,29.61,16.2834,16879.14,10.79,12.30,11.079,2.484,NA,33.739,16530,NA,NA,NA,NA,NA,12.30,6.00
IE,2019,8.90,4.95,1588.58,1317.40,0.09,31.36,17.7197,81636.58,10.91,13.10,NA,NA,NA,NA,63530,NA,NA,NA,NA,NA,13.10,7.25
IS,2019,11.15,3.51,1805.63,1620.60,0.00,26.13,11.7039,71344.61,7.72,8.80,NA,NA,NA,NA,72930,NA,NA,NA,NA,NA,8.80,7.53
IT,2019,4.33,9.95,1295.61,1097.57,0.98,35.93,28.6961,33089.57,7.65,20.10,5.978,3.798,2.591,23.492,34860,NA,NA,NA,NA,NA,20.10,6.45
LT,2019,20.15,6.26,937.79,753.85,0.29,35.71,23.9708,19795.22,11.93,20.60,18.452,15.860,NA,49.763,19020,NA,NA,NA,NA,NA,20.60,6.06
LU,2019,8.62,5.60,2335.50,1923.23,0.15,35.37,22.8110,115480.87,11.00,17.50,17.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.50,7.40
LV,2019,16.06,6.31,882.65,715.28,0.24,35.10,21.8158,17885.43,12.90,22.90,9.987,NA,NA,22.834,17740,NA,NA,NA,NA,NA,22.90,5.97
MD,2019,12.17,5.10,299.21,261.13,0.00,25.66,10.6886,2956.88,7.45,7.30,4.550,0.910,0.492,14.830,4580,NA,NA,NA,NA,NA,7.30,5.80
ME,2019,16.22,15.12,466.43,383.00,1.15,38.49,30.5554,8825.34,9.91,24.50,8.278,NA,1.114,18.307,9070,NA,NA,NA,NA,NA,24.50,5.39
MK,2019,7.15,17.26,366.14,331.79,1.75,32.96,21.3739,6093.15,3.90,21.60,14.428,2.405,1.443,NA,5840,NA,NA,NA,NA,NA,21.60,5.02
MT,2019,5.32,3.40,1410.25,1244.08,0.08,28.67,14.1491,33752.37,8.07,17.10,NA,NA,NA,NA,28340,NA,NA,NA,NA,NA,17.10,6.73
NL,2019,9.27,3.38,1644.35,1447.68,0.11,28.12,14.0132,53052.81,8.23,13.60,20.870,123.464,NA,NA,53060,NA,NA,NA,NA,NA,13.60,7.43
NO,2019,9.91,3.69,2122.47,1875.31,0.68,27.56,14.7708,74985.52,6.05,12.70,48.040,73.522,NA,NA,81620,NA,NA,NA,NA,NA,12.70,7.44
PL,2019,9.30,3.28,576.44,484.82,0.00,30.24,15.0102,15727.03,10.96,15.40,24.176,16.346,NA,30.916,15350,NA,NA,NA,NA,NA,15.40,6.24
PT,2019,7.22,6.46,907.35,745.60,0.26,33.49,19.7653,23350.35,10.37,17.20,NA,NA,NA,NA,23170,NA,NA,NA,NA,NA,17.20,6.10
RO,2019,7.33,3.91,558.15,475.49,0.97,35.76,25.9931,12914.11,10.96,23.80,5.665,1.479,0.503,18.710,12610,NA,NA,NA,NA,NA,23.80,6.13
RS,2019,7.86,10.40,437.74,368.05,0.00,30.35,15.1346,7359.35,7.45,23.20,8.643,4.553,0.362,13.173,7030,NA,NA,NA,NA,NA,23.20,6.24
RU,2019,21.60,4.60,606.25,458.73,0.01,37.47,23.1616,11605.57,7.29,12.60,8.479,4.638,2.404,NA,11250,NA,NA,NA,NA,NA,12.60,NA
SE,2019,12.37,6.83,1701.45,1482.28,0.33,29.97,20.8196,52895.96,7.10,17.10,20.863,NA,NA,50.566,56090,NA,NA,NA,NA,NA,17.10,7.40
SI,2019,13.97,4.45,1156.58,1042.45,0.00,24.63,10.2061,26062.17,11.05,12.00,11.953,9.302,1.976,36.727,25940,NA,NA,NA,NA,NA,12.00,6.67
SK,2019,9.31,5.75,763.59,718.52,0.18,24.97,12.1703,19255.90,10.30,11.90,NA,NA,NA,NA,19220,NA,NA,NA,NA,NA,11.90,6.24
UA,2019,17.73,8.19,458.49,403.38,0.00,26.62,11.6156,3495.53,5.69,1.10,6.930,NA,NA,NA,3370,NA,NA,NA,NA,NA,1.10,4.70
